,date,title,userName,rating,isEdited,review,developerResponse
267,2019-11-27 11:22:26,너무팅깁니다 아이폰유저,미며미며,5,False,아이폰XR로 게임 플레이하고있는데 3-5분간격으로 게임이 계속 팅겨서 진행을할수가없습니다 ㅠㅠㅠ,
268,2020-03-23 14:12:23,악마의 게임 혹은 저승자사 볼수 있는게임,ㄴㄱㅁㅊㄴ,5,False,지금 시작하고자 하는 분 집 문서 팔 각오하고 하세요 무괴금 으로 즐기면 된다고 하시는분 하다보면 과금러 됩니다 그러다 보면 수백 수천 수억 이에요,
269,2019-12-18 01:02:24,엡데이트후 마켓배포 시간좀 알려주면 안돼나요,arkshin,5,False,"업데이트 종료가 몇시인데. 접속가능 시간도 알려주지도 않고 운영 을 어떻게 하는건지 
마켓배포 시간이라도  공지하던가요",
270,2019-12-08 21:36:04,와우~!!,울트라유니버스낚시노잼게임,4,False,"광고 동영상 보며 아기다리고기다리던 게임!!!!
접속한지 30분만에 지웠어요!!! 와하우~!!
광고랑 너무 다른데???!! 광고에서 부터 낚시질이라니
대단하십니다!!!!",
271,2019-12-04 23:18:24,아~ 안 해 ㅡㅡ,신화속남자,5,False,"아이폰은 하지말라는거지??? 
마을에선 뭘 할 수 있어야 하지 ㅡㅡ^
계속 팅기는데 어떻게 하냐? 
제작진들 니들이 해봐라~~",
272,2019-11-29 01:39:51,아이폰 6s 튕김현상,리니지 처음,4,False,"개발자 분들 고생이
많으세요.. 게임은 재미있는데 사냥할때는 그나마 괜찮은데 이동할때는 어김없이
팅기는.. 얼른 잡아야할 것 같아여..",
273,2019-11-26 21:05:24,팅기는 현싱  개선해 주세요,진민준,5,False,"이이폰을 사용 하고 있는 유저 인데 
랙은 인걸리는데..... 
넘  많이  팅겨서  게임을 진행을 못합니다ㅜ
빠른 시일내 개선해 주세요",
274,2019-12-11 09:29:50,디온성 퀘 티임,국산놈빨리,5,False,디온성 퀘하러 이동하고부터 접하면 1초만에팅김질 30번정도됨. 지금 장난하는거임?ㅡㅡ 접하면 튕기고 계속이러는데 어쩌라는거요,
275,2019-12-03 22:23:47,게임평가 원래 안한다,덜익은너구리,5,False,이거왜 업데이트가 안되냐 12월 4일 7시부터 업데이트 4번째 하고잇다 심각하다 화가난다 나만 안되는건가?,
276,2019-11-29 15:19:48,자꾸 튕겨요,튕기는현상,4,False,"아이폰7 유저인데 자꾸 튕겨서 1분이상 게임이
안됩니다 ㅠㅠ 재밌게하고 싶은데
고쳐주세요 제발",
277,2019-11-29 13:40:05,팅김,벤타라,5,False,"그래픽품질을 낮춰도....백업을 해도 계속 팅기고 하는 현상이 있네요
다음 업데이트 개선 바랍니다...",
278,2019-11-28 10:11:00,돈안써도 재미있게 할수있던데요,죨뇽,5,False,"돈안써도 충분히 재미있게 하고있오요 
돈많이 쓰게 만들었다고 하던데 해보니 
돈안써도 재미있게 하는중 고랩일때는 아직 모르지만
재미있음. 돈쓰려고 생각한사람들이 문제지 게임이 문제는 아니였음.",
279,2020-06-12 18:38:58,혹시 ..,juhui쭈,4,False,"친구랑 같이 게임하는데 
파티 초대할때 풀네임 다 입력하야하나요
....방법 좀 가르쳐주세요....
몰라서 그런지 겁나 불편하네요",
280,2020-01-24 06:20:14,인간적으로 사행성은 적당히 해야?,도박?게임?,3,False,"너무 확율 확율 적으로만 만드니 이건 하다보면
도박이지 게임이 아니라는 생각뿐 하물며 돈도
적게 쓰는분들은 제대로 않나오고 왕창 쓰는분들
위주로 나오게 만든건지 자국을 대표 하는게임이
점점 도박으로만 가고 있으니 걱정이네요",
281,2020-03-08 07:19:48,ㅜㅜㅜ,ㅠ ㅁㅠ,4,False,"아이패드으로 사용하고 있는데요 
하다가 자꾸 튕김현상이 있네요 
ㅠㅠㅠ업뎃해서 그부분 쫌. 고쳐주세요 ㅜㅜ",
282,2019-11-28 00:09:39,튕김현상 (아이폰se),haha4749,3,False,"사양때문인지는몰라도 하옵으로설정해도 사람많거나 이동시에계속튕기네요
화환가능에 아이폰se도지원인데
게임이아예안되는수준인데요이정도면
이사양으론안된다고하던지..답변을주세요",
283,2020-01-11 18:20:14,현질도 현질인데,호용이이,5,False,아이폰은 왜 자꾸 튕기는 거지.. 출시한지 꽤 된거 같은데 수시로 팅겨서 할 수가 있어야지 에효..,
284,2019-12-25 20:45:42,데일리 보상도 제대로 가방에 안들어 오는 게임......,천신7,2,False,아니 기본적인건 알아서 되겠지 하는데....희귀 무기제작 레시피 조각 20개를 데일리 보상으로 받는 날....데일리 보상을 받고 상자를 열어보니....들어오지도 않음.......지금까지 신경 안쓰고 있었는데......데일리 보상도 제대로 안들어 오는 게임이면.....다른것도 제대로 처리가 안되어있었을 수도.......뭔 게임이........기본도 못지키는지.......,
285,2019-11-30 01:09:37,노트5에서도 돌아가는데 아이폰8팅긴다,미디어스,3,False,"노트5에서도 최하옵 으로 돌아는 갑니다 안끊기고..
그런데 아이폰8에서는 몇초 길어야 몇분마다 계속 튕깁니다.나는 사람이 많아 그런지 알았더만
종특 이었네요.다시 깔아보는 중인데 또 팅 하면 안할랍니다.",
286,2019-12-04 13:03:27,아쉽네요..이쉬워요,L이에요,4,False,"제가 아이폰7을쓰고있는데 
게임은 흥작인데 너무 튕겨요...
정말 아쉽네요... 튕김현상만없으면 별5개인데...",
287,2019-12-03 13:57:01,엠보다 더 나아요,미나아아나미미,5,False,"각인으로 컬렉도 되고, 무리한 경쟁만아니면 성장하는 재미가 있음 아직까진 드랍도 생각보단 잘되네요",
288,2019-11-29 06:36:54,아이폰 튕김현상,선팔,3,False,어제(11/28)까진 사용중 간헐적으로 튕김현상이 발생하더니 금일(11/29) 일부 데이터업뎃(약300MB)후 캐릭클릭후 접속시에 항상 튕깁니다 빠른조치부탁드려요 - 사용자 아이폰XS,
289,2019-12-18 01:35:33,업데하고나서 접속이 안되는데 싸울까요,톡톡소주,5,False,업데하고 나서 마켓 배포이후 접속 가능 하다고 계속 뜨는데 도대체 어떻게 하라는건지?? 울 동네 마트가서 물어 보라는건지요 돌겠네,
290,2019-11-26 22:15:04,나만 계속 튕기나??,ssososoa,3,False,아이폰7 쓰는데 5분마다 튕겨대서 도저히 못 하겠음,
291,2019-11-28 16:53:00,게임을 1분도 못하네요,빌라도,4,False,들어가면 화면을 녹화를 못한다고 뜨고 그리고 20초 뒤에는 바로 팅기네요 게임을 할수가 없어요 다시 깔아도 매한가지네요 빠른 조치 부탁드립니다,
292,2019-11-28 09:21:03,제발 안정화하고 출기합시다!!,별명이채택,1,False,"IOS에 안정화 안되었으면 안드로이드 출시 하던지 아니면 출시일을 늦추던지....해야지 원 30초 두들기고 1~2분 접하고 마을가면 튕기고 무한 반복이고!! 그래픽도 그렇고 검사의 통맵을 따라 하려면 제대로 해야지 이번엔 루저 올시다!!!! 2~3일 내에 해결안함 최고의 겜인 검사로 가서 팍팍! 응원해 줄 것이오!!!!
제발 한국인의 못된 근성좀 버리고 꼼꼼하게 좀 합시다 향수에 젖어 와 봤더니 기분만 상하네..... 워....",
293,2019-11-27 17:32:08,뜅김,ㄴㅎㅇㅎㄴ,4,False,"게임을 하고있는데 거즘5분꼴로계속뜅꺼서 마음이 이픔니다 핸드폰기종은 아이폰8인데 너무한거같습니당
버그수정좀 해주면 감사할꺼같습니다",
294,2019-12-09 16:19:16,아이폰6 유저 입니다,히로m,3,False,"5분에 한번씩 팅기네요 이럴거면 아이폰은 안된다고 하시든지 업데이트를 빨리 해주셨으면 좋겠네요
모바일겜인게 모바일이 잘안돌아가고 컴퓨터가 잘돌아가면 이게 무슨 모바일겜이에여 피시겜이지 ㅠㅠ",
295,2020-02-19 10:04:12,업데이트를 했는데 겜 환경이 엉망이 되면 어쩌나요?,렙업해보자,5,False,"퍼플 쓰고 있는데 상점 가면 멈추고 다이아 살려고 하면 다운되고...

이게 무슨 경우인지?",
296,2020-01-21 22:36:01,무과금인데,이올리타,3,False,"허접하게 할거라 과금안해도 할만해 쟁 안할거니까... 근데 채팅 로그 저장 안되고 하니까 노잼이긴해
작업장 정지시키고 그래서 쾌적할까싶은대 안드는 7시 오픈 ios는 아직도 오픈이 안됐어... 모야 이겡...",
297,2019-12-08 03:42:43,아이패드 . 아이폰. 탕감,산딸기 떡,5,False,"게임. 하면. 계속. 팅김. 해결 좀. 해주시면
국내 게임도 아니고 젠장. . . . .
엊찌. 해주세요.",
298,2020-12-08 23:41:07,보라고 별 5개 드리고요,vexud,5,False,"대한민국 1등 게임 업체로사 창피한줄 아시길 바랍니다.

게임인가요 빠칭코 인가요?","{'id': 19661448, 'body': '꿈꾸던 연대기의 시작, 리니지2M 안녕하세요. 리니지2M입니다. 소중한 시간을 할애하여 리뷰 남겨주신 점 감사드립니다. 고객님께 리니지2M 플레이에 있어 보다 즐거운 환경을 제공해 드리지 못한 것 같아 너무나도 죄송스럽습니다. 지금 보다 더 노력하여 고객님께서 만족 할 수 있는 리니지2M이 되기 위해 노력하겠습니다. 감사합니다\r\n', 'modified': '2020-12-10T04:52:03Z'}"
299,2019-12-30 13:31:12,리니지엠2,호수가의아침,5,False,다양하고 케릭들이 잼있는 모션에 실감나는 사냥에 시간가는줄 모르겠네요. 고마워요,
300,2020-04-21 11:33:12,갑자기 왜 불법프로그램 이라하면서 로그인안되죠??,어디털린 일반인,3,False,"로그인할려고하는데 불법프로그램 어쩌고저쩌고하면서 로그인자체가안되네요!!?
작업장돌리는 사람도아니고 일반유저인데 뭔일인가요?!답변주세요- 오토돌리는 작업장캐릭들 죽이고 다녀서 그게불법이란건가요!?",
301,2019-12-17 22:58:42,심각하네요 국내1위 기업이,kjttttddd,1,False,"어떻게 서버점검이후 아이폰만 접속이 안될 수가 있죠? 
평소에 보스통제라 잡지도 못하고 서버점검이후에 한번 잡을려고 아침부터 일어나서 준비했는데 똑같은 시간들이 돈들여서 누군 되고 누군 안되고 이게 뭔지 환불신청하고 게임 접고 싶을정도로 화나네요 이걸 어떻게 보상하실려는건지 
제 시간과 노력이 너무 아깝네요",
302,2019-12-03 22:37:34,아이폰 팅김현상,ㄹㅇㅌ15,1,False,"먼저 앱을 위해 애쓰시는 점 감사합니다.
제가 태어나서 처음으로 리뷰를 작성해봅니다.
업데이트를 오늘 아침에 끝났는데도 팅김현상이 더 심해지면 유저들의 말에 귀기울여주시는지 정말 궁금합니다. 어제까지만 해도 귀환할 때만 팅겼는데 이제는 어디로 이동할 때 마다 계속 팅기네요. 빠른조치좀 해주셨으면 좋겠습니다.",
303,2019-12-02 06:32:45,아이폰 튕김,키키리,1,False,"최적화 테스트는 하는거임?
접속3분안에 강제종료됨
하다가 암걸릴듯
타게임으로 넘어가야할듯 대략 고치는데 두달 예상됨
이건뭐 기본적인 메모리조차도 못잡아서 튕기게만드냐... 비싼연봉받고 하는게 이정도라니...그래픽만신경쓰지말고 안정화에나 신경써라",
304,2019-11-29 04:40:30,너무 튕김,hwestyle,2,False,"너무 심하게 튕겨서 게임진행이 안됨. 
아이폰 덜 튕기면 광고에서라도 알려주시면. 
그 때 다시 와볼께요. 
그래픽은 다른게임에 비교안됨. 
다 좋은데ㅡ 왜 자꾸 퀘스트 진행 하나도 못하고 튕기는건지.... 혼자 달리다 튕기고. 순간이동하다 튕기고. 버튼 하나만 눌려도 그냥 다 튕김. 하고 싶어도 할 수가 없는 시스템.",
305,2019-11-27 11:32:18,아이폰xs max 사용자입니다,게임좀하자잉,4,False,사전다운을받고 오늘 접속을하면 추가다운을 받아야하는데 다운이 안되고 게임 연결이 해제되었다고하고 저장용량이 부족하다고 에러메세지 뜹니다 용량많은데요.게임을 지우고 다시받고 별짓을 다해도 게임 접속하면 추가다운이 안되요  방법해결좀요 ㅠ,
306,2019-11-27 10:38:30,대단하다,무냐 이거,1,False,"정말 기대한게임 근데 뭐지? 그래픽이며 인터페이스며 뭐지? 린2맞나? 과금시스템은 린m이상에 양상형자동에 v4 비슷하고 타격감 음 없고 정탄쓰면서 사냥하는거 맞나? 이펙뎀이지 타격감도 없고  팅김은 핵과금러 수준에 물약지정도 상급은 자동안대고 스킬도 공격스킬 몇개만 자동 나머지 버프 힐등은 셀프 그러면 오토기능은 왜 만들엇냐 ㅋ
재미도 없고 지루하다.... 평점이 점점높아지는 거 같아서 혹하고 하시는 분들 잇을까 해서 리뷰남김니다 하지마세욬ㅋㅋ",
307,2019-11-26 23:53:01,기대되요!,꼬맹이콩이,5,False,"잠깐 해봤지만 잼있고 앞으로도 기대됩니다.
다만, 플레이할 때 텍스트가 깨져보이는건 저만 그런걸까요 겹쳐보이기도 하고 눈아파요 ㅜㅜ",
308,2019-11-27 07:19:31,리셋 버그,시루맨,3,False,겜 중에 그래픽 높게 설정 햇는데 갑자기 강제종료 되더라구요. 다시 접속 하니까 아예 새 캐릭터부터 맘대로 지정되더니 무슨 봉들고 잇는 남자엿음... 튜토리얼부터 시작하더라고요 ㅠㅠㅠ 나의 엘프...는 그렇게 떠났습니다용...,
309,2020-04-04 10:16:12,보라고 5개 줌,rocky0209,5,False,아니 무슨 3시간 동안 접속응 하고 있는데 왜 캐릭터가 생성이 않된다고 하죠?,
310,2019-12-22 16:39:51,ㅉㅉㅉ,u호야u,1,False,"이딴식으로 만들어도 하는놈들이 잇고
현질하는놈들이 잇으니
계속 겜을 이딴식으로 만들지
우리나라가 게임 발전을 못하는게 아니라
짱깨겜 처럼 대충 만들어도
현질하면 강해지게만 만들어놓음 미친듯이 과금하니 게임사는 개꿀 빠는거지
불매처럼 이딴식으로 만들면 안해야하는데
하니까 문제인거다 ㅋㅋㅋ 곧 유져탓임
안하믄 되자나??? 그래도 뭐좀 해보겟다고 소액이든 거액이든 현질을 하니 게임사는 그저 호구색히들 땡큐다 하는거지

개임사 탓하지 마라 몇백억 들여서 이딴식으로 만들엇는데 벌써 본전뽑고도 흑자내고 잇으니 이딴겜에얼마나 현질하고 잇는거냐 ㅋㅋ
이딴겜을 하고잇는 호구색히들이 문제인거지
구리면 안하믄된다. 
그래야 게임사도 반성도 하지
겜 구리게 만드니 안하네? 개발비 손해네
담엔 좀더 잘만들어볼까 하겟지",
311,2019-11-27 20:11:36,역대급 줫망겜 아이폰 너나할거없이 개팅김,이얏홍아,5,False,"s8은 렉조금 있지만 잘돌아간다는게 유머.
빨이 패치를 해주던지 아니면 다 접을듯",
312,2019-11-27 14:02:38,아이폰 팅김 현상 수정해주세요,스라인,5,False,아이폰 xr사용하는데 팅김현상이 너무 심하네요 핸드폰이 구형도 아닌데..팅김현상좀 잡아주시면 게임은 흠잡을곳이 없을정도로 괜찮네요,
313,2019-11-25 02:23:33,기대됩니다,한코상,3,False,기대되네요 클래스별 스킬공개 안해주셔서 별하나 뺐습니다. 오픈전 게임정보 미공개로 별하나 또 뺏습니다,
314,2019-12-08 23:42:37,너네 애플이랑 싸웠냐?,즈오씨,5,False,"아이폰은 왜 계속 팅기게 만들었어
뭐 내껀 6s 라 그렇다 치자 근데 xs 는 왜 꺼지는데?",
315,2019-11-30 01:27:33,게임할라면 똥폰으로 하지마라,개불84,3,False,"언제적 7, 8 이냐 갤럭시로 따지면 s6급임 폐급폰으로 게임한다는 발상자체가 노답인증 언제부터 엔씨게임이 풀템부터 시작하는게임이냐? 노가다에 노가다를 거치는게 엔씨게임이지 아인이 어쩌고를 떠나서 개노가다하면 무과금도 느리지만 키울수는 있다
그렇지만 나는 손절한다",
316,2019-11-27 04:15:52,예전에 pc로 리니지2했었는데,소왓 맨,4,False,폰으로 다시하게 되니 먼가 느낌이 재밌네요 ㅎㅎ 아이폰8 사용자인데 아직 안정화가 안되서 그런가 좀 많이 튕기네요,
317,2019-11-28 15:38:38,아이폰,bokyeon8,5,False,"진짜미친거 아니에요?접속온후 10초뒤 꺼짐 걸어가다 꺼지고 클릭하면 꺼지고 이거 하라고 만든게임임?
진심 노이핸데 어제보다더심함",
318,2019-11-30 10:39:26,리니지를 너무 좋아하는데,chldlfkdn,4,False,리니지를 너무 좋아하는 유저인데 아이폰s8이랑 호환문제인지 너무 자주 게임이 팅깁니다. 맵이동 할때 주로 팅기고 아이템사다가도 팅기고 게임 이용하는데 너무 불편합니다..... 고쳐주세요,
319,2019-11-28 00:13:06,"아이패드 프로 3유저인데, 처음 시작화면애서 다운로드 중 오류가 발생하였다며 접속이되지않습니다.",죠수하하,4,False,어제 오전 6시패치 이후로 이러네요 확인바랍니다.,
320,2019-11-27 16:26:06,자꾸 튕김,과하다,3,False,1시간 정도 했는데 5번 튕김... 오래못하게 하려고 일부러 그러나ㅋㅋ 진짜 위험할 정도로 잘 만들었다 근데 몬스터 레벨은 나만 안보이는건가..,
321,2019-12-30 02:42:16,오필리아02 서버 접속이요 ㅡㅡ,또쏜다,3,False,"아니 접속을해야 개임을 할꺼아니에요 
접속하는데 대기가 700명 800명 되서 접속하는데-만 2시간3시간되는게 말이되요?? 
접속 계속 이렇게 될꺼같음 결제한거 환불해주세요 
게임 안할라니깐",
322,2019-12-18 00:46:54,여기 미국인데 버전업데이트 이후 다운로드가 안됩니다,맥주아버님,5,False,"게임내 버전은 1.05로 보이고
서버점검 이후에.업데이트가 안됩니다",
323,2019-12-03 22:14:51,재미없어도 그냥 하긴할건데,Ghollllll,1,False,"솔직히 그냥 다른 알피지게임이랑 다를바가 없음 개별로임 ;; 엔씨와 리니지라는 이름이 걸려있어서 나중에 망할일은 없겠거니 해서 하는거임.. 다른 폰게임들 유저들 빠져나가면 솔직히 아까움 키워놨던게.. 
멋진 그래픽, 타격감, 스킬이펙트, 다양한 기타 시스템 이런걸 바란건 아니지만 기대치에는 너무 못미치는 감이 있음.",
324,2019-11-28 10:08:39,아이폰8 튕김현상 개선해주세요,옴팡피글렛,3,False,"퀘스트 수행시 장소이동할때,
그래픽이 많이 필요할때 계속 튕깁니다
저도 게임 즐기고 싶습니다
빨리 개선부탁드립니다ㅠㅠ!!",
325,2019-12-05 18:56:37,진짜 참다가 리뷰쓴다,sssskkksk,1,False,"린2레볼 재밌게했어서 이번꺼 기대했는데
그래픽 개쓰레기에 안드로이드는 그래픽 깨지지도 않더만 아이폰은 그래픽 너무깨져서 전챗에 글도 제대로 안보이고 팅기는건 또 왜이렇게 팅기는지 마을에서 한시간째 못벗어나네^^ 이딴걸 게임이라고 쳐 만든건지도 의문이고 여태 했던 모바일게임중에 최악이다 진짜 이거할바엔 중국 양산형게임을 하고말지",
326,2019-11-28 17:23:37,점검후 튕김,다있데여,2,False,문의는 어디로 하는건가요? 오픈하고 하루이상 게임을 해서 31레벨을 만들었는데 점검하고 나서 접속을 하니 오비에서 게임으로 들어가는 화면에서 계속 튕깁니다. 근데 1레벨의 다른 캐릭은 접속이 되네요. 먼저 렙업하던 캐릭만 왜 튕기는거죠?? 접속 좀 시켜주세요.,
327,2019-11-28 14:25:05,너무좋은겜,청운이라고했나,5,False,"겜20년이상해이것저것다해봤어도
폰겜중에는최고네요 과금충전떠나서
참잘만들고 좋은겜입니다",
328,2019-12-18 16:48:10,재밌게 하는중입니다,wkdkgoh,4,False,"그런데 이번 크리스마스 패치 후
업데이트를해도 업데이트를 하라고뜨네요
업데이트를 한 5번은 한거같은데...
왜이럴까여..",
329,2019-11-27 16:35:50,이거슨 게임이 아니지,유노우주노,1,False,"진짜 이건 게임이 아니다 
언제부터 겜하는데 일이만원도 아니고, 한정없이 막 쓰게 만들었는지... 스팀이나 블리자드 처럼 소프트를 팔아서 운영하든 정액제를해서 운영을하든 그렇게 안 한것이 아쉽다.
플레이스테이션으로 충분히 게임을 즐길 수 있는시대고 휴대기기에도 명작들이 많아 이 게임은 거들떠도 안봐도 되지만 우리나라 사람들 특성상 함께 할 수 있는 게임을 더 선호한다는것을 파악하고 또 그것을 좋게 풀어서 서로 윈윈하는 시스템을 만들어야지... 정말 개 돼지로 아는건지. 퉤퉤",
330,2019-11-27 01:06:06,아이폰 및 아이패드 유저 팅김 현상,굳잡밀크티,5,False,"이거 너무 잘 튕기는대요?
게임을 필수가 없내 뻑하면 팅기고 하는대 
애플유저들 팅김현상 수정좀해주세요",
331,2019-11-26 15:44:00,서버 관리 너무 잘 합니다.,리니지2M덕후,5,False,게임 40분하는 동안 10번이나 강제종료 됐습니다. 게임을 하라는건지 말라는건지 가르쳐주세요.,
332,2021-06-10 04:33:43,나도 과금점 했는데 답이없다 이겜,미치코 미란도르,1,True,"얼마나 더 질러야 겜같은 겜을 할수 있을지 모르겠네
작업장은 죽겨도죽겨도 더시 기어오고 템은 하늘에 별따기고 뭐 현질인하면 못하는 겜 이니 이거 하겠나 지금도 지른게 아까워서 하는데 정말 돈독이 올라서 그런가 너무한거 아닌지 모르겠다 첨부터 손대지 않았다면 돈 날리지도 않았을듯 ㅋㅋ개 쓰레기 겜","{'id': 21743935, 'body': '크로니클 IV 피로 맺은 결의 리니지2M 안녕하세요. 리니지2M 고객센터입니다. 고객님 응원의 리뷰를 남겨주셨네요. 소중하게 남겨주신 의견에 참으로 감사드립니다. 그 마음에 보답하고자 게임 만족감을 위해서 늘 노력하겠습니다. 혹여나 궁금하시거나 건의 사항이 있을 경우 PLAYNC 고객센터 1:1문의 해주시길 바랍니다. 접수된 문의는 확인 후 도움 드리도록 최선을 다하겠습니다. 고맙습니다.', 'modified': '2021-06-10T04:33:43Z'}"
333,2019-12-28 11:41:29,작업장 ㅠ,별명뭐있어,1,False,"카스티엔5서버에서 즐겁게 게임하는 유저인데 어느순간부터 작업장캐릭이 80프로 육박하고있는 상황이고 게임에 질이 떨어지고있는 상황입니다
작업장캐릭 공격시 텔레포트를합니다 이런불법프로그램 제재는 안하는지 걱정입니다  개미굴은 작업장 캐릭이  100명도 넘을때가  있음
도저히 게임을 못하는 상황인데  조치는 안하는지 알면서 모른척하는건지 리니지 답군요",
334,2019-11-27 22:38:43,아이폰7이라서 그런거에요?!,닉스타투,4,False,"정말 접속 하면 팅기고 접속 하면 팅기고..

폰이 문제인지 아니면 서버가 문제인지 확인 부탁 드립니다

1분 이상 플레이가 안되네요 ㅠㅠ",
335,2019-12-11 02:29:51,한때 리니지2 PC판을 너무 좋아했던 유저로서,afescgfs,1,False,"몇달전부터 리지니2가 모바일로 나온다고 광고하기 시작했을때부터 많이 기대를 했었습니다.
막상 시작해보니 리니지2하고는 너무 다른 게임인거 같아요. 그래픽은 리니지2와 유사한데 시스템 전반적인것은 리니지1의 것이었습니다.
그리고 다른 모바일게임과 마찬가지로 현금구매상품 향연의 잔치..
많이 실망했습니다.",
336,2019-12-11 01:17:00,너무팅긴다 짜증난다,봉달장군,5,False,진짜 아이폰 게임폰으로 유명한기 왤케 팅기냐제발 반성해라 제발 서버구축 깔끔하게해라 재발 부탁이다 젤압,
337,2019-12-01 22:36:12,튕김현상좀 어떻게 해주세요,^^;하,2,False,"아이폰 7 쓰고 있구요, 튕김현상이 너무 심각해서 게임 진행자체가 어려운상황입니다. 특히 지도만 보려고하면 튕김현상이 심해져요. 
빨리 고쳐주셨음 좋겠습니다.
솔직히 튕김현상 고쳐지기 전까지 이 게임 할 마음 없을것 같아요.",
338,2019-12-01 01:41:59,툭하면 튕김,진우아부지,1,False,"아이폰8 사용자인데 게임 접속해서 5분이상 진행한적이 없음.. 왜 이렇게 잘 튕기는지.. 애플 심사는 어떻게 통과를 한건지 의심스러울 정도임..
그리고 그래픽을 상으로 해도 글씨가 깨져서 잘 보이지도 않음.. 
차라리 리니지1m이 백배는 나은듯..
별 1개도 아까움",
339,2019-11-27 04:47:09,나만튕기는 것인가?,까오니야,4,False,"아이폰인데 와이파이로 게임켜서 
어렵게 300명 뚫고 접속하면
게임시작 5분만에 튕김..
진짜 하다가도 열받아서 못하겠다..
나만 이런거임?..",
340,2019-11-28 09:18:05,서버 튕김 현상..,secret6035,3,False,아이패드로 사용중입니다. 사냥중 다른 조작이나 아이템 오픈시 튕김현상이 있습니다. 오픈하다 튕기면 아이템 증발 복구 않됨.. 지금도 계속 현상이발생됨.. 빠른조치가 필요합니다. 업데이트 해주시길바랍니다.,
341,2019-11-26 18:24:22,게임은 재밌는데,훈오빠,4,False,"아이폰7이라 그런가 자꾸 튕기니까 할맛이 안나네요. 
두시간 하면서 12번 튕겼어요. 사양문제 인가요",
342,2019-11-26 03:39:01,아이패드 업데이트 안되요,바자야캬랴,5,False,"아이패드로 접속하니 업데이트가 있다는데 업데이트 버튼이 안나와요..
어케 하면 되죠?
지웠다가 다시 설치하는건 압니다만... 
이게 용량이 좀ㅁ 되는거라서
.. ;;",
343,2019-11-25 05:32:26,리니지2m,대가리 레스토랑,5,False,부푼 기대속에서 다운로드를 살짝해봅니다.,
344,2019-12-03 04:44:16,아이폰8+ 유저,구럅,5,False,"게임하다가 튕겨요, 게임은 꿀잼! 그래픽도 좋고 만드는데 혼을 갈아 넣은듯...",
345,2020-06-24 05:02:14,리니지2M 최고의 게임입니다.,카카오케,5,False,친한 지인분이 추천해주셔서 열심히 하고 있습니다.,
346,2020-06-02 06:42:51,아이패드 프로에서 그래픽이 깨집니다.,주식서포터,5,False,리셋 포맷 애플 as지원에서도 문제 없다는데 그래픽이 깨집니다. 해결 부탁해요,
347,2019-12-10 22:03:48,나 35살에 리니지린 게임 자체를 처음 해보는데,워우어우어내,5,False,친구한놈이 하길래 뭔가싶어 해봤는데 이건 뭐 답도 없음,
348,2019-12-05 05:49:55,발열좀 신경써여,백설공주를사랑한세번째난장이,1,False,"출시일이 겨울이라고 폰을 손난로로 쓰라는 깊은 뜻 이라면 이해하겠는데 그거아니면 거의 폰 폭발시키려고 테러하는 수준인거같아여.. 물약은 뭐또 무게는 더럽게 나가는데 더럽게비싸고 체력 채워지는건 더럽게 안차.. 리니지 하던사람들은 도대체 이런거에 돈을 왜 썼던거지 

12/5일자 패치받고는 이제 게임 할 수가 없어짐. 그냥 튕겨버리네..",
349,2019-11-27 13:44:25,살다살다 리뷰는 진정 처음,레알 ㄴㅈ,1,False,"뭐지? 이 팅김은? 폰이 안좋은것도 아닌데?? 
무슨 맵 버튼하고 기본조작은 튕김연동버튼인가? 
인디게임들도 이딴식으로는 안튕기는데?? 이럴려고 사전예약 걸어놓고 기다리게하고 기대는 왜 하게햇지? 이럴꺼면 본래 m이나 더 민원수렴해서 보완이나하지? 쫌 개선할껀 개선한다는 의미도 잇지만 사전예약 기간이 그렇게 길엇음에도 불구하고 이런점은 그래도 너무 미비하지않앗나 생각이 드네요 
별 하나도 너무너무 아까움",
350,2019-11-27 08:51:41,리니지m2 아이폰8,캔여사,5,False,"저만 자꾸 튕겨지나요??
시작하자마자 순간이동 해도 튕기고...
마을가서 선택해도 튕기고...
왜 저만 그런가요??",
351,2020-01-21 22:25:34,미친거아니야?,양복이ㅎ,1,False,에르휘나 2 라인쟁중인 처칠인데 돈 500이상들였는데 지금 점검하고 보스 한타임한타임 몇만 다이아 왔다갔다 하는데 점검후에 아이폰 배포 안하면 누가 보상해주냐 ㅡㅡ 보상해라 한두번 장난질하는것도 아니고 ㅡㅡ 모바일게임을 pc만 열어주고 이러고 나오지도 않는 클래스뽑기나 주겠지 줄꺼면 뽑히는 클래스를 주던가 ㅡㅡ 보스가 몇마리인데 하나도 못잡게  ㅡㅡ 빨리 열으라고 !!!!!!,
352,2019-11-29 06:03:49,아이폰,띠리리히,4,False,이제막 즐기고있는 유저입니다 아이폰은 시간이조금지나면 자꾸 튕김현상이 있더라구요 혹시 빨리수정좀 부탁드릴수있나요,
353,2019-11-28 09:45:32,그 유명한 리니지 한번 해봐야겠네요,이입스,5,False,"벌써 레벨 10인데 아직까지 무과금 입니다. 대단하죠.
언제 과금 할지 기대되네용",
354,2019-11-27 05:50:50,리니지m 후속작,래러로,5,False,"컨텐츠도 없고 클래스 개성도 없고 오로지 돈 만 쳐바르면 강해지는 게임

정신들차려라~~

소과금까지는 게임이지만 그 이상은 병:신짓이지",
